,file_name,file_path,file_shape
13522,269672479.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/10315/269672479.dcm,"(4096, 3328)"
13523,934274352.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/10315/934274352.dcm,"(4096, 3328)"
13524,516734688.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20765/516734688.dcm,"(3328, 2560)"
13525,749307238.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20765/749307238.dcm,"(3328, 2560)"
13526,944412052.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20765/944412052.dcm,"(3328, 2560)"
13527,612896699.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20765/612896699.dcm,"(3328, 2560)"
13528,114562861.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20765/114562861.dcm,"(3328, 2560)"
13529,1633646060.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19538/1633646060.dcm,"(3328, 2560)"
13530,1165058527.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19538/1165058527.dcm,"(3328, 2560)"
13531,1657137622.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19538/1657137622.dcm,"(3328, 2560)"
13532,1235376867.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19538/1235376867.dcm,"(3328, 2560)"
13533,2074983240.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/12762/2074983240.dcm,"(4096, 3328)"
13534,404589586.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/12762/404589586.dcm,"(4096, 3328)"
13535,12518529.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/12762/12518529.dcm,"(4096, 3328)"
13536,331317518.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/12762/331317518.dcm,"(4096, 3328)"
13537,1945625675.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25779/1945625675.dcm,"(2776, 2082)"
13538,877581308.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25779/877581308.dcm,"(2776, 2082)"
13539,1684336384.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25779/1684336384.dcm,"(2776, 2082)"
13540,127056519.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25779/127056519.dcm,"(2776, 2082)"
13541,2080241297.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34708/2080241297.dcm,"(4096, 3328)"
13542,1958280821.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34708/1958280821.dcm,"(4096, 3328)"
13543,51852937.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34708/51852937.dcm,"(4096, 3328)"
13544,1663543755.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34708/1663543755.dcm,"(4096, 3328)"
13545,1475901500.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1336/1475901500.dcm,"(5355, 4915)"
13546,338330540.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1336/338330540.dcm,"(5355, 4915)"
13547,1442856650.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1336/1442856650.dcm,"(5355, 4915)"
13548,1068379325.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1336/1068379325.dcm,"(5355, 4915)"
13549,1625643585.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/1625643585.dcm,"(4096, 3328)"
13550,1205196425.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/1205196425.dcm,"(4096, 3328)"
13551,322203359.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/322203359.dcm,"(4096, 3328)"
13552,1516750250.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/1516750250.dcm,"(4096, 3328)"
13553,1690397096.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/1690397096.dcm,"(4096, 3328)"
13554,1223220117.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/1223220117.dcm,"(4096, 3328)"
13555,2141081134.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31789/2141081134.dcm,"(4096, 3328)"
13556,3220756.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34121/3220756.dcm,"(2294, 1914)"
13557,509822766.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34121/509822766.dcm,"(2294, 1914)"
13558,477883727.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34121/477883727.dcm,"(2294, 1914)"
13559,1357244727.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34121/1357244727.dcm,"(2294, 1914)"
13560,1395663574.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34121/1395663574.dcm,"(2294, 1914)"
13561,872217877.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34121/872217877.dcm,"(2294, 1914)"
13562,2119517857.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/18527/2119517857.dcm,"(4096, 3328)"
13563,308050556.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/18527/308050556.dcm,"(4096, 3328)"
13564,1100054532.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/18527/1100054532.dcm,"(4096, 3328)"
13565,1439599704.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/18527/1439599704.dcm,"(4096, 3328)"
13566,650103119.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/65053/650103119.dcm,"(2294, 1914)"
13567,1558824195.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/65053/1558824195.dcm,"(2294, 1914)"
13568,1847979431.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/65053/1847979431.dcm,"(2294, 1914)"
13569,104818094.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/65053/104818094.dcm,"(2294, 1914)"
13570,1071223012.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/55385/1071223012.dcm,"(2294, 1914)"
13571,1398385271.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/55385/1398385271.dcm,"(2294, 1914)"
13572,632645353.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/55385/632645353.dcm,"(2294, 1914)"
13573,270456096.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/55385/270456096.dcm,"(2294, 1914)"
13574,1405209472.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/55385/1405209472.dcm,"(2294, 1914)"
13575,52101057.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/52101057.dcm,"(3328, 2560)"
13576,987407442.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/987407442.dcm,"(3328, 2560)"
13577,390191822.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/390191822.dcm,"(3328, 2560)"
13578,13059965.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/13059965.dcm,"(3328, 2560)"
13579,1176597221.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/1176597221.dcm,"(3328, 2560)"
13580,90901242.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/90901242.dcm,"(3328, 2560)"
13581,963783026.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34062/963783026.dcm,"(3328, 2560)"
13582,954712600.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/4707/954712600.dcm,"(4096, 3328)"
13583,1695436596.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/4707/1695436596.dcm,"(4096, 3328)"
13584,316031505.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/4707/316031505.dcm,"(4096, 3328)"
13585,47857150.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/4707/47857150.dcm,"(4096, 3328)"
13586,1643261438.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46049/1643261438.dcm,"(3328, 2560)"
13587,2081498882.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46049/2081498882.dcm,"(3328, 2560)"
13588,1655911868.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46049/1655911868.dcm,"(3328, 2560)"
13589,1322941665.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46049/1322941665.dcm,"(3328, 2560)"
13590,1659518339.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46049/1659518339.dcm,"(3328, 2560)"
13591,1229815373.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26158/1229815373.dcm,"(4096, 3328)"
13592,1314918396.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26158/1314918396.dcm,"(4096, 3328)"
13593,1664397926.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26158/1664397926.dcm,"(4096, 3328)"
13594,1238814635.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26158/1238814635.dcm,"(4096, 3328)"
13595,2107897536.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21310/2107897536.dcm,"(4096, 3328)"
13596,1826567385.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21310/1826567385.dcm,"(4096, 3328)"
13597,1775075022.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21310/1775075022.dcm,"(4096, 3328)"
13598,1624737203.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21310/1624737203.dcm,"(4096, 3328)"
13599,2116351524.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21432/2116351524.dcm,"(4096, 3328)"
13600,1679578878.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21432/1679578878.dcm,"(4096, 3328)"
13601,1107015612.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21432/1107015612.dcm,"(4096, 3328)"
13602,1136102800.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21432/1136102800.dcm,"(4096, 3328)"
13603,1222690536.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21432/1222690536.dcm,"(4096, 3328)"
13604,1896931711.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42715/1896931711.dcm,"(5928, 4728)"
13605,1148431498.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42715/1148431498.dcm,"(5928, 4728)"
13606,636054379.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42715/636054379.dcm,"(5928, 4728)"
13607,1502852552.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42715/1502852552.dcm,"(5928, 4728)"
13608,1931743347.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26593/1931743347.dcm,"(4096, 3328)"
13609,751814376.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26593/751814376.dcm,"(4096, 3328)"
13610,917127356.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26593/917127356.dcm,"(4096, 3328)"
13611,781306082.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26593/781306082.dcm,"(4096, 3328)"
13612,672066717.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3878/672066717.dcm,"(4096, 3328)"
13613,799400072.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3878/799400072.dcm,"(4096, 3328)"
13614,1028220515.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3878/1028220515.dcm,"(4096, 3328)"
13615,846815383.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3878/846815383.dcm,"(4096, 3328)"
13616,1101106682.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43753/1101106682.dcm,"(2776, 2082)"
13617,1514646213.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43753/1514646213.dcm,"(2776, 2082)"
13618,1572155960.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43753/1572155960.dcm,"(2776, 2082)"
13619,43888885.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43753/43888885.dcm,"(2776, 2082)"
13620,371688113.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43753/371688113.dcm,"(2776, 2082)"
13621,1922679376.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28996/1922679376.dcm,"(2776, 2082)"
13622,1866707330.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28996/1866707330.dcm,"(2776, 2082)"
13623,2064191295.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28996/2064191295.dcm,"(2776, 2082)"
13624,700278937.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28996/700278937.dcm,"(2776, 2082)"
13625,1304326004.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19585/1304326004.dcm,"(4096, 3328)"
13626,982153215.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19585/982153215.dcm,"(4096, 3328)"
13627,1250539487.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19585/1250539487.dcm,"(4096, 3328)"
13628,821851862.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19585/821851862.dcm,"(4096, 3328)"
13629,1519654395.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/7869/1519654395.dcm,"(5355, 4915)"
13630,511732297.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/7869/511732297.dcm,"(5355, 4915)"
13631,1809791900.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/7869/1809791900.dcm,"(5355, 4915)"
13632,811825044.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/7869/811825044.dcm,"(5355, 4915)"
13633,1143264783.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42526/1143264783.dcm,"(3328, 2560)"
13634,477146838.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42526/477146838.dcm,"(3328, 2560)"
13635,1268231466.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42526/1268231466.dcm,"(3328, 2560)"
13636,1487029474.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/42526/1487029474.dcm,"(3328, 2560)"
13637,1220960417.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45351/1220960417.dcm,"(5355, 4915)"
13638,917777528.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45351/917777528.dcm,"(5355, 4915)"
13639,353362354.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45351/353362354.dcm,"(5355, 4915)"
13640,1224314846.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45351/1224314846.dcm,"(5355, 4915)"
13641,2021154833.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49232/2021154833.dcm,"(4096, 3328)"
13642,30315804.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49232/30315804.dcm,"(4096, 3328)"
13643,48502706.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49232/48502706.dcm,"(4096, 3328)"
13644,56509990.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49232/56509990.dcm,"(4096, 3328)"
13645,476979561.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49232/476979561.dcm,"(4096, 3328)"
13646,1086461107.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49232/1086461107.dcm,"(4096, 3328)"
13647,600385993.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22625/600385993.dcm,"(4096, 3328)"
13648,1276508317.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22625/1276508317.dcm,"(4096, 3328)"
13649,1649145773.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22625/1649145773.dcm,"(4096, 3328)"
13650,1990465411.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22625/1990465411.dcm,"(4096, 3328)"
13651,896970536.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22625/896970536.dcm,"(4096, 3328)"
13652,1026748343.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22625/1026748343.dcm,"(4096, 3328)"
13653,1814332348.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49296/1814332348.dcm,"(2776, 2082)"
13654,514008403.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49296/514008403.dcm,"(2776, 2082)"
13655,1178214110.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49296/1178214110.dcm,"(2776, 2082)"
13656,361205098.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49296/361205098.dcm,"(2776, 2082)"
13657,1217832977.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24644/1217832977.dcm,"(4096, 3328)"
13658,252013216.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24644/252013216.dcm,"(4096, 3328)"
13659,1383830113.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24644/1383830113.dcm,"(4096, 3328)"
13660,249677.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24644/249677.dcm,"(4096, 3328)"
13661,636410662.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24644/636410662.dcm,"(4096, 3328)"
13662,634517411.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26782/634517411.dcm,"(5355, 4915)"
13663,1449371002.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26782/1449371002.dcm,"(5355, 4915)"
13664,743966568.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26782/743966568.dcm,"(5355, 4915)"
13665,267469497.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26782/267469497.dcm,"(5355, 4915)"
13666,754775985.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57526/754775985.dcm,"(4096, 3328)"
13667,352316231.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57526/352316231.dcm,"(4096, 3328)"
13668,1451915203.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57526/1451915203.dcm,"(4096, 3328)"
13669,799380888.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57526/799380888.dcm,"(4096, 3328)"
13670,117215428.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57526/117215428.dcm,"(4096, 3328)"
13671,2140760633.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/5365/2140760633.dcm,"(2294, 1914)"
13672,1981704464.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/5365/1981704464.dcm,"(2294, 1914)"
13673,633905254.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/5365/633905254.dcm,"(2294, 1914)"
13674,1733640146.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/5365/1733640146.dcm,"(2294, 1914)"
13675,1564248668.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20809/1564248668.dcm,"(4096, 3328)"
13676,251775869.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20809/251775869.dcm,"(4096, 3328)"
13677,1745617347.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20809/1745617347.dcm,"(4096, 3328)"
13678,1371737227.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20809/1371737227.dcm,"(4096, 3328)"
13679,1472172653.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44551/1472172653.dcm,"(2294, 1914)"
13680,19139711.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44551/19139711.dcm,"(2294, 1914)"
13681,143868672.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44551/143868672.dcm,"(2294, 1914)"
13682,897289011.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44551/897289011.dcm,"(2294, 1914)"
13683,1940087901.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44551/1940087901.dcm,"(2294, 1914)"
13684,1003665113.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44551/1003665113.dcm,"(2294, 1914)"
13685,271868180.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35905/271868180.dcm,"(2294, 1914)"
13686,831959694.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35905/831959694.dcm,"(2294, 1914)"
13687,909194132.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35905/909194132.dcm,"(2294, 1914)"
13688,1654657351.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35905/1654657351.dcm,"(2294, 1914)"
13689,1079952134.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35905/1079952134.dcm,"(2294, 1914)"
13690,1264836987.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50456/1264836987.dcm,"(4096, 3328)"
13691,393691929.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50456/393691929.dcm,"(4096, 3328)"
13692,1379194044.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50456/1379194044.dcm,"(4096, 3328)"
13693,1049216971.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50456/1049216971.dcm,"(4096, 3328)"
13694,1156306430.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50456/1156306430.dcm,"(4096, 3328)"
13695,339798382.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21788/339798382.dcm,"(4096, 3328)"
13696,1295528398.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21788/1295528398.dcm,"(4096, 3328)"
13697,37549957.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21788/37549957.dcm,"(4096, 3328)"
13698,814302857.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21788/814302857.dcm,"(4096, 3328)"
13699,1637893244.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38760/1637893244.dcm,"(4096, 3328)"
13700,710155519.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38760/710155519.dcm,"(4096, 3328)"
13701,2104342734.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38760/2104342734.dcm,"(4096, 3328)"
13702,1553566885.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38760/1553566885.dcm,"(4096, 3328)"
13703,1157727652.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38760/1157727652.dcm,"(4096, 3328)"
13704,209686209.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19048/209686209.dcm,"(2776, 2082)"
13705,1089928750.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19048/1089928750.dcm,"(2776, 2082)"
13706,1744019533.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19048/1744019533.dcm,"(2776, 2082)"
13707,1999442367.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/19048/1999442367.dcm,"(2776, 2082)"
13708,1766077067.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60945/1766077067.dcm,"(4096, 3328)"
13709,1474644043.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60945/1474644043.dcm,"(4096, 3328)"
13710,734504429.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60945/734504429.dcm,"(4096, 3328)"
13711,1726318942.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60945/1726318942.dcm,"(4096, 3328)"
13712,893657964.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60945/893657964.dcm,"(4096, 3328)"
13713,1628226958.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1045/1628226958.dcm,"(4096, 3328)"
13714,65932486.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1045/65932486.dcm,"(4096, 3328)"
13715,2094031022.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1045/2094031022.dcm,"(4096, 3328)"
13716,244638404.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1045/244638404.dcm,"(4096, 3328)"
13717,1019464609.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1045/1019464609.dcm,"(4096, 3328)"
13718,1615526326.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1045/1615526326.dcm,"(4096, 3328)"
13719,1333898112.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29106/1333898112.dcm,"(4096, 3328)"
13720,458000719.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29106/458000719.dcm,"(4096, 3328)"
13721,1012587454.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29106/1012587454.dcm,"(4096, 3328)"
13722,1254608112.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29106/1254608112.dcm,"(4096, 3328)"
13723,116098138.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46503/116098138.dcm,"(4096, 3328)"
13724,912307607.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46503/912307607.dcm,"(4096, 3328)"
13725,457524774.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46503/457524774.dcm,"(4096, 3328)"
13726,2083368326.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/46503/2083368326.dcm,"(4096, 3328)"
13727,1080307280.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28914/1080307280.dcm,"(4096, 3328)"
13728,340043727.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28914/340043727.dcm,"(4096, 3328)"
13729,104616814.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28914/104616814.dcm,"(4096, 3328)"
13730,294218626.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28914/294218626.dcm,"(4096, 3328)"
13731,223491402.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16680/223491402.dcm,"(2776, 2082)"
13732,1171134925.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16680/1171134925.dcm,"(2776, 2082)"
13733,1718904483.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16680/1718904483.dcm,"(2776, 2082)"
13734,1602406571.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16680/1602406571.dcm,"(2776, 2082)"
13735,430973167.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16688/430973167.dcm,"(2776, 2082)"
13736,132566962.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16688/132566962.dcm,"(2776, 2082)"
13737,297665361.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16688/297665361.dcm,"(2776, 2082)"
13738,397438257.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16688/397438257.dcm,"(2776, 2082)"
13739,2042310481.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/13605/2042310481.dcm,"(3062, 2394)"
13740,1136812069.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/13605/1136812069.dcm,"(3062, 2394)"
13741,2058494681.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/13605/2058494681.dcm,"(3062, 2394)"
13742,840019556.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/13605/840019556.dcm,"(3062, 2394)"
13743,1076368395.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/13605/1076368395.dcm,"(3062, 2394)"
13744,446753006.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57244/446753006.dcm,"(4096, 3328)"
13745,54257401.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57244/54257401.dcm,"(4096, 3328)"
13746,1906607175.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57244/1906607175.dcm,"(4096, 3328)"
13747,546554220.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/57244/546554220.dcm,"(4096, 3328)"
13748,1498052198.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39720/1498052198.dcm,"(2776, 2082)"
13749,1835210864.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39720/1835210864.dcm,"(2776, 2082)"
13750,792155237.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39720/792155237.dcm,"(2776, 2082)"
13751,653057691.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39720/653057691.dcm,"(2776, 2082)"
13752,1848177720.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/59248/1848177720.dcm,"(4096, 3328)"
13753,1152824963.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/59248/1152824963.dcm,"(4096, 3328)"
